,G_Val,F_Val,F_total,F_percent
2022.06.07,"-371,437","-994,664","126,111,416",28.40%
2022.06.03,"+855,933","-482,688","3,020,353,584",50.59%
2022.06.02,"-3,211,366","-563,250","3,020,673,881",50.60%
2022.05.31,"-3,504,193","+1,410,395","3,021,798,337",50.62%
2022.05.30,"+1,227,540","+1,589,435","3,021,796,730",50.62%
2022.05.27,"+2,272,499","-1,523,239","3,020,994,714",50.60%
2022.05.26,"-1,975,909","-1,244,984","3,022,334,918",50.63%
2022.05.25,"+883,770","-2,261,361","3,023,795,143",50.65%
2022.05.24,"-1,564,764","-2,402,526","3,026,167,934",50.69%
2022.05.23,"-2,489","-302,930","3,028,809,560",50.74%
2022.05.20,"+2,468,619","-1,456,744","3,029,459,950",50.75%
2022.05.19,"-1,402,888","+14,309","3,030,794,918",50.77%
2022.05.18,"-1,138,543","+1,656,817","3,030,803,509",50.77%
2022.05.17,"+3,262,345","+180,057","3,029,334,692",50.74%
2022.05.16,"-285,577","-98,326","3,029,374,506",50.75%
2022.05.13,"+3,692,002","-1,242,156","3,028,851,086",50.74%
2022.05.12,"-1,126,520","-1,824,087","3,029,850,742",50.75%
2022.05.11,"-972,900","-270,031","3,031,551,829",50.78%
2022.05.10,"+107,882","-2,043,787","3,031,704,540",50.78%
2022.05.09,"-333,851","-1,014,061","3,033,311,477",50.81%
2022.05.06,"-1,022,344","-4,188,980","3,033,670,013",50.82%
2022.05.04,"-262,439","-306,543","3,037,899,793",50.89%
2022.05.03,"-149,467","+524,651","3,038,107,622",50.89%
2022.05.02,"-377,930","-831,919","3,037,644,971",50.88%
2022.04.29,"+3,071,613","+1,523,108","3,038,436,890",50.90%
2022.04.28,"-430,481","-3,783,774","3,037,059,382",50.87%
2022.04.27,"-1,216,735","-5,192,156","3,040,658,556",50.93%
2022.04.26,"+842,180","-4,535,816","3,045,105,055",51.01%
2022.04.25,"-1,531,424","-3,001,889","3,049,261,871",51.08%
2022.04.22,"-2,734,495","-449,462","3,052,203,489",51.13%
2022.04.21,"+1,997,294","-712,326","3,052,732,371",51.14%
2022.04.20,"-1,281,505","-1,934,989","3,052,739,125",51.14%
2022.04.19,"+1,483,612","-1,792,261","3,054,836,528",51.17%
2022.04.18,"-95,066","-1,244,426","3,055,918,638",51.19%
2022.04.15,"-3,606,452","-3,055,501","3,057,315,064",51.21%
2022.04.14,"-1,980,461","-2,766,634","3,059,796,940",51.25%
2022.04.13,"+1,232,276","-30,832","3,062,361,353",51.30%
2022.04.12,"-1,437,134","-2,630,999","3,062,235,805",51.30%
2022.04.11,"-457,725","-1,286,352","3,065,148,043",51.34%
2022.04.08,"-254,914","-5,012,754","3,066,657,575",51.37%
2022.04.07,"-2,450,272","-5,801,699","3,070,934,667",51.44%
2022.04.06,"-2,653,141","-5,295,763","3,075,816,897",51.52%
2022.04.05,"-1,218,680","-317,301","3,081,232,660",51.61%
2022.04.04,"-506,867","-1,353,312","3,081,006,161",51.61%
2022.04.01,"-4,258,150","-2,326,533","3,082,137,564",51.63%
2022.03.31,"+2,692","-3,222,419","3,084,994,797",51.68%
2022.03.30,"-165,695","-1,756,682","3,089,790,039",51.76%
2022.03.29,"+950,245","-635,791","3,091,884,171",51.79%
2022.03.28,"-74,841","-3,085,641","3,094,548,397",51.84%
2022.03.25,"-963,774","-4,160,539","3,098,667,379",51.91%
2022.03.24,"-20,670,071","+13,931,765","3,102,609,703",51.97%
2022.03.23,"+375,838","-549,686","3,088,812,825",51.74%
2022.03.22,"+95,872","+9,380","3,089,354,161",51.75%
2022.03.21,"-1,963,950","-2,578,748","3,089,271,501",51.75%
2022.03.18,"-1,035,441","-1,096,120","3,091,699,762",51.79%
2022.03.17,"+1,349,681","-355,216","3,091,552,597",51.79%
2022.03.16,"+1,152,180","-1,283,656","3,091,452,092",51.79%
2022.03.15,"-710,699","-2,206,840","3,092,555,334",51.80%
2022.03.14,"-1,168,555","+548,743","3,094,484,038",51.84%
2022.03.11,"-2,932,276","-3,719,940","3,093,568,319",51.82%
2022.03.10,"+2,607,367","-2,633,850","3,097,577,483",51.89%
2022.03.08,"-1,692,339","-2,947,618","3,099,620,605",51.92%
2022.03.07,"-5,494,412","-3,646,694","3,102,408,223",51.97%
2022.03.04,"-2,587,752","-3,452,952","3,107,060,417",52.05%
2022.03.03,"+1,346,735","+624,221","3,110,344,369",52.10%
2022.03.02,"-1,083,559","-796,010","3,110,034,648",52.10%
2022.02.28,"-1,426,438","-2,055,241","3,110,841,967",52.11%
2022.02.25,"+475,205","-1,776,256","3,113,269,708",52.15%
2022.02.24,"-2,608,608","-2,311,187","3,115,355,464",52.19%
2022.02.23,"-767,191","-1,054,113","3,117,740,151",52.23%
2022.02.22,"-2,153,799","+489,828","3,117,822,707",52.23%
2022.02.21,"-1,257,579","+117,857","3,117,625,028",52.22%
2022.02.18,"-144,739","-832,661","3,117,727,291",52.23%
2022.02.17,"+1,057,634","+2,034,949","3,118,576,239",52.24%
2022.02.16,"+426,711","+120,996","3,116,571,603",52.21%
2022.02.15,"+435,092","+2,316","3,116,067,143",52.20%
2022.02.14,"+814,643","-1,758,669","3,116,292,643",52.20%
2022.02.11,"-1,488,456","+1,756,169","3,117,353,123",52.22%
2022.02.10,"-756,605","+3,031,610","3,115,543,854",52.19%
2022.02.09,"+937,347","+1,408,182","3,112,900,044",52.14%
2022.02.08,"+89,689","+930,090","3,111,102,662",52.11%
2022.02.07,"-3,891,728","+347,016","3,110,031,872",52.10%
2022.02.04,"-416,870","+828,699","3,109,609,756",52.09%
2022.02.03,"+189,546","-1,670,004","3,109,572,363",52.09%
2022.01.28,"+923,680","-1,500,793","3,111,153,714",52.12%
2022.01.27,"-3,635,745","-1,581,015","3,112,838,107",52.14%
2022.01.26,"-73,303","-648,841","3,114,044,092",52.16%
2022.01.25,"-165,315","-1,500,651","3,114,698,940",52.17%
2022.01.24,"+3,039,274","-1,247,093","3,116,047,012",52.20%
2022.01.21,"-2,035,944","-804,108","3,117,247,105",52.22%
2022.01.20,"+385,779","-564,291","3,117,795,313",52.23%
2022.01.19,"-345,717","-31,843","3,118,392,997",52.24%
2022.01.18,"-500,558","-89,961","3,118,023,630",52.23%
2022.01.17,"-704,788","+754,962","3,117,959,691",52.23%
2022.01.14,"-2,453,829","+967,914","3,117,552,257",52.22%
2022.01.13,"-1,623,477","-24,178","3,116,075,243",52.20%
2022.01.12,"+1,289,717","-490,768","3,115,915,421",52.19%
2022.01.11,"-460,896","+3,651,272","3,116,356,289",52.20%
2022.01.10,"-1,215,962","+1,418,280","3,113,132,717",52.15%
2022.01.07,"-2,115,197","+4,358,429","3,111,061,474",52.11%
2022.01.06,"-2,229,379","+2,216,479","3,106,253,145",52.03%
2022.01.05,"-7,727,282","-615,111","3,103,895,896",51.99%
2022.01.04,"-2,623,794","+1,422,985","3,103,048,671",51.98%
2022.01.03,"-4,178,268","+1,750,341","3,102,550,526",51.97%
2021.12.30,"-2,993,532","+573,935","3,099,478,430",51.92%
2021.12.29,"-6,079,717","+297,625","3,098,662,986",51.91%
2021.12.28,"+6,679,975","+724,464","3,097,454,661",51.89%
2021.12.27,"+1,625,558","+90,477","3,096,948,541",51.88%
2021.12.24,"+3,758,827","+408,109","3,097,931,384",51.89%
2021.12.23,"+2,061,259","+1,610,268","3,098,069,341",51.90%
2021.12.22,"+92,383","+4,511,053","3,097,680,262",51.89%
2021.12.21,"+2,958,820","+1,720,710","3,092,965,809",51.81%
2021.12.20,"-1,554,347","+43,593","3,093,679,484",51.82%
2021.12.17,"-907,746","+1,676,996","3,093,663,631",51.82%
2021.12.16,"-261,746","+527,345","3,091,429,414",51.78%
2021.12.15,"-654,764","+1,752,609","3,091,535,191",51.79%
2021.12.14,"-1,487,295","+1,285,102","3,090,439,244",51.77%
2021.12.13,"+184,966","+40,915","3,089,433,335",51.75%
2021.12.10,"-1,071,153","-732,679","3,089,584,636",51.75%
2021.12.09,"-491,078","+2,234,153","3,090,313,315",51.77%
2021.12.08,"+2,586,682","+65,707","3,087,544,462",51.72%
2021.12.07,"-547,244","+3,651,268","3,086,841,083",51.71%
2021.12.06,"+576,498","+2,532,391","3,082,624,125",51.64%
2021.12.03,"-157,689","-26,900","3,080,115,934",51.60%
2021.12.02,"-164,462","+6,799,345","3,080,746,334",51.61%
2021.12.01,"+415,580","+5,957,261","3,074,418,410",51.50%
2021.11.30,"-2,841,806","+1,154,922","3,068,920,019",51.41%
2021.11.29,"+3,021,851","-548,424","3,067,319,467",51.38%
2021.11.26,"-1,070,320","-754,372","3,067,813,632",51.39%
2021.11.25,"-179,371","-474,100","3,068,971,254",51.41%
2021.11.24,"-2,258,726","+1,568,668","3,069,324,554",51.41%
2021.11.23,"-2,811,514","+5,082,257","3,067,840,236",51.39%
2021.11.22,"+3,034,399","+5,766,721","3,062,955,404",51.31%
2021.11.19,"+432,827","+313,970","3,057,238,483",51.21%
2021.11.18,"-576,566","-738,137","3,057,107,813",51.21%
2021.11.17,"-2,816,912","+1,519,353","3,058,073,050",51.23%
2021.11.16,"-202,007","+1,025,989","3,056,810,197",51.20%
2021.11.15,"+2,301,384","+976,207","3,055,775,808",51.19%
2021.11.12,"+2,046,949","+384,228","3,055,401,501",51.18%
2021.11.11,"-116,698","-2,179,760","3,054,608,273",51.17%
2021.11.10,"-724,133","+1,435,001","3,056,799,933",51.20%
2021.11.09,"+1,193,368","-725,539","3,055,616,932",51.18%
2021.11.08,"-89,168","-628,399","3,056,304,871",51.20%
2021.11.05,"-905,068","-1,174,569","3,057,134,234",51.21%
2021.11.04,"+1,947,030","-80,764","3,058,404,703",51.23%
2021.11.03,"-2,789,497","-1,032,459","3,059,065,811",51.24%
2021.11.02,"+3,621,076","+2,043,624","3,060,167,270",51.26%
2021.11.01,"+3,003,169","-1,651,736","3,058,190,916",51.23%
2021.10.29,"-2,365,662","-1,812,320","3,060,205,727",51.26%
2021.10.28,"+1,281,744","-2,432,885","3,062,518,472",51.30%
2021.10.27,"-1,005,822","-2,124,585","3,064,865,957",51.34%
2021.10.26,"+1,812,123","-551,563","3,067,149,192",51.38%
2021.10.25,"+988,462","-1,599,446","3,067,885,855",51.39%
2021.10.22,"+757,361","-128,538","3,069,832,851",51.42%
2021.10.21,"-197,734","+109,754","3,070,336,913",51.43%
2021.10.20,"-829,527","+256,311","3,070,611,559",51.44%
2021.10.19,"+910,091","-431,790","3,070,171,398",51.43%
2021.10.18,"-2,117,009","+1,303,614","3,070,897,588",51.44%
2021.10.15,"+456,288","-1,376,104","3,069,826,224",51.42%
2021.10.14,"+1,696,662","-3,787,173","3,071,448,628",51.45%
2021.10.13,"+2,725,596","-5,271,845","3,075,283,601",51.51%
2021.10.12,"-1,421,202","-11,004,329","3,080,162,246",51.60%
2021.10.08,"-2,923,031","+319,900","3,090,175,975",51.76%
2021.10.07,"+1,391,358","-2,661,506","3,089,882,875",51.76%
2021.10.06,"-342,467","-1,070,439","3,092,231,981",51.80%
2021.10.05,"+1,255,911","-3,025,584","3,093,131,069",51.81%
2021.10.01,"-2,187,817","-778,886","3,094,712,253",51.84%
2021.09.30,"-1,147,256","-46,613","3,095,733,139",51.86%
2021.09.29,"-2,510,784","-5,627,698","3,095,827,752",51.86%
2021.09.28,"-3,430,866","-565,087","3,103,497,069",51.99%
2021.09.27,"-52,979","+1,295,147","3,104,435,106",52.00%
2021.09.24,"-756,408","+822,884","3,102,925,959",51.98%
2021.09.23,"-255,513","+2,357,429","3,103,382,931",51.98%
2021.09.17,"-1,899,488","+3,310,502","3,100,359,225",51.93%
2021.09.16,"-2,221,404","+464,223","3,097,299,623",51.88%
2021.09.15,"-737,351","+1,908,461","3,096,837,350",51.88%
2021.09.14,"+1,612,792","+3,190,246","3,095,054,410",51.85%
2021.09.13,"+1,059,634","+1,581,817","3,092,071,304",51.80%
2021.09.10,"+1,003,909","-1,307,058","3,090,731,987",51.77%
2021.09.09,"-3,426,669","+1,161,248","3,093,037,545",51.81%
2021.09.08,"-247,030","+1,134,106","3,092,280,317",51.80%
2021.09.07,"-1,419,474","-2,212,844","3,091,550,861",51.79%
2021.09.06,"+37,993","+1,358,824","3,093,996,705",51.83%
2021.09.03,"-1,168,959","+2,484,334","3,092,365,274",51.80%
2021.09.02,"-2,040,546","+856,819","3,090,172,940",51.76%
2021.09.01,"-176,396","+823,254","3,089,750,731",51.76%
2021.08.31,"-2,015,664","+4,732,746","3,086,583,135",51.70%
2021.08.30,"+330,007","-1,037,503","3,081,269,320",51.61%
2021.08.27,"+2,328,906","-2,494,316","3,082,551,823",51.64%
2021.08.26,"-741,494","-1,285,381","3,085,382,639",51.68%
2021.08.25,"-1,008,188","+32,827","3,087,018,920",51.71%
2021.08.24,"+955,111","-141,135","3,086,546,459",51.70%
2021.08.23,"+2,591,194","-3,688,505","3,086,666,037",51.70%
2021.08.20,"+272,706","-3,190,227","3,089,956,042",51.76%
2021.08.19,"-413,105","-2,218,154","3,093,363,069",51.82%
2021.08.18,"+1,649,037","-9,518,955","3,095,882,723",51.86%
2021.08.17,"-449,658","-6,207,502","3,105,523,779",52.02%
2021.08.13,"-1,696,166","-31,554,307","3,111,669,685",52.12%
2021.08.12,"+576,169","-22,085,434","3,143,306,092",52.65%
2021.08.11,"-1,496,008","-13,336,005","3,165,414,955",53.02%
2021.08.10,"-990,164","-4,483,111","3,179,164,920",53.25%
2021.08.09,"-1,261,468","-1,162,573","3,184,372,600",53.34%
2021.08.06,-50,"-405,255","3,185,025,999",53.35%
2021.08.05,"+1,697,978","-1,025,064","3,185,051,554",53.35%
2021.08.04,"+3,564,648","+6,399,857","3,186,502,396",53.38%
2021.08.03,"+1,611,103","+7,751,064","3,180,124,904",53.27%
2021.08.02,"+2,594,778","-1,195,783","3,173,149,797",53.15%
2021.07.30,"-1,527,827","-1,686,789","3,174,312,347",53.17%
2021.07.29,"+811,443","-2,643,555","3,175,354,918",53.19%
2021.07.28,"+940,200","-2,287,769","3,177,400,497",53.22%
2021.07.27,"+125,510","-2,094,544","3,179,979,589",53.27%
2021.07.26,"-689,456","-1,243,686","3,181,799,133",53.30%
2021.07.23,"+707,095","-792,184","3,183,658,531",53.33%
2021.07.22,"+2,922,199","-480,768","3,184,618,715",53.35%
2021.07.21,"-616,526","-2,454,466","3,185,039,483",53.35%
2021.07.20,"+16,524","-2,140,389","3,188,008,549",53.40%
2021.07.19,"-1,996,031","-2,816,327","3,189,583,194",53.43%
2021.07.16,"-1,802,600","-92,531","3,193,163,350",53.49%
2021.07.15,"+759,576","+2,416,301","3,193,263,425",53.49%
2021.07.14,"-1,164,230","-1,483,827","3,190,684,427",53.45%
2021.07.13,"+547,562","-212,286","3,191,630,904",53.46%
2021.07.12,"-374,348","-524,117","3,191,604,737",53.46%
2021.07.09,"-1,860,922","-5,196,962","3,192,132,743",53.47%
2021.07.08,"-2,255,559","-1,753,525","3,197,746,705",53.57%
2021.07.07,"-2,542,210","-414,282","3,199,054,531",53.59%
2021.07.06,"+844,558","+1,290,697","3,199,362,447",53.59%
2021.07.05,"+402,473","-305,569","3,196,417,750",53.54%
2021.07.02,"-397,067","-2,302,046","3,193,717,319",53.50%
2021.07.01,"-3,019,732","-1,737,143","3,196,312,492",53.54%
2021.06.30,"-682,200","-478,793","3,197,972,858",53.57%
2021.06.29,"-1,908,867","-253,033","3,196,595,391",53.55%
2021.06.28,"-1,089,336","+1,882,244","3,195,921,890",53.53%
2021.06.25,"+2,456,045","-707,205","3,197,927,629",53.57%
2021.06.24,"+1,917,564","-41,323","3,200,254,966",53.61%
2021.06.23,"-848,282","-319,273","3,199,699,965",53.60%
2021.06.22,"-672,784","-763,027","3,200,914,330",53.62%
2021.06.21,"-3,275,182","-4,268,991","3,203,322,816",53.66%
2021.06.18,"+540,319","-5,587,396","3,207,338,893",53.73%
2021.06.17,"-2,150,058","-2,211,331","3,212,953,323",53.82%
2021.06.16,"-93,825","+2,800,637","3,214,255,737",53.84%
2021.06.15,"-859,171","+440,212","3,211,443,684",53.79%
2021.06.14,"-2,304,546","-999,486","3,211,149,472",53.79%
2021.06.11,"-468,320","-3,016,103","3,212,193,494",53.81%
2021.06.10,"-4,421,004","+2,451,956","3,215,229,880",53.86%
2021.06.09,"-2,859,758","+521,726","3,212,681,753",53.82%
2021.06.08,"+1,088,520","-1,039,897","3,211,600,027",53.80%
2021.06.07,"-65,911","-1,451,425","3,212,693,024",53.82%
2021.06.04,"-2,508,004","+925,085","3,214,233,961",53.84%
2021.06.03,"+4,543,398","+5,265,197","3,213,116,605",53.82%
2021.06.02,"-937,675","+1,615,609","3,207,323,153",53.73%
2021.06.01,"+1,638,663","+31,982","3,204,935,078",53.69%
2021.05.31,"-3,086,975","+3,176,954","3,205,303,096",53.69%
2021.05.28,"+1,966,540","-312,691","3,202,216,626",53.64%
2021.05.27,"+27,633","-2,105,938","3,202,395,127",53.64%
2021.05.26,"+240,091","-542,578","3,204,501,037",53.68%
2021.05.25,"+2,668,652","-917,215","3,204,448,953",53.68%
2021.05.24,"-629,955","-1,612,858","3,206,181,770",53.71%
2021.05.21,"+702,209","+313,353","3,207,925,179",53.74%
2021.05.20,"-426,796","-1,624,780","3,207,236,831",53.72%
2021.05.18,"+2,795,953","-5,583,468","3,208,800,002",53.75%
2021.05.17,"-154,232","-3,647,643","3,214,309,759",53.84%
2021.05.14,"-230,636","-278,410","3,217,923,668",53.90%
2021.05.13,"-457,049","-9,795,997","3,217,413,668",53.89%
2021.05.12,"-1,986,451","-14,205,285","3,227,754,040",54.07%
2021.05.11,"-6,057,255","-9,723,843","3,242,042,872",54.31%
2021.05.10,"+2,437,072","+957,670","3,251,848,864",54.47%
2021.05.07,"+36,218","-2,246,306","3,251,083,459",54.46%
2021.05.06,"-113,727","-2,573,640","3,253,205,313",54.49%
2021.05.04,"+460,441","+401,872","3,256,407,953",54.55%
2021.05.03,"-420,203","-980,189","3,256,406,820",54.55%
2021.04.30,"-398,967","-2,824,794","3,258,849,859",54.59%
2021.04.29,"-307,631","-4,140,503","3,260,097,260",54.61%
2021.04.28,"-1,980,481","-1,573,550","3,264,990,763",54.69%
2021.04.27,"-759,474","-1,878,015","3,265,438,313",54.70%
2021.04.26,"-997,760","+2,108,030","3,265,687,928",54.70%
2021.04.23,"-1,135,601","-358,841","3,263,599,412",54.67%
2021.04.22,"-1,702,689","-2,497,598","3,263,990,365",54.68%
2021.04.21,"-4,724,629","-4,082,099","3,266,494,529",54.72%
2021.04.20,"-542,136","+1,161,118","3,270,278,628",54.78%
2021.04.19,"-1,442,072","-3,150,668","3,269,072,510",54.76%
2021.04.16,"-2,612,523","-80,381","3,272,186,178",54.81%
2021.04.15,"-1,450,831","+1,370,425","3,272,141,989",54.81%
2021.04.14,"-5,622","-597,118","3,270,748,402",54.79%
2021.04.13,"-422,643","+918,413","3,271,372,520",54.80%
2021.04.12,"-2,188,369","-825,879","3,270,329,201",54.78%
2021.04.09,"-3,150,053","-2,031,410","3,271,099,802",54.79%
2021.04.08,"-3,195,948","-1,209,545","3,273,004,512",54.83%
2021.04.07,"-1,807,298","+1,288,130","3,272,436,879",54.82%
2021.04.06,"-2,480,700","+3,210,649","3,271,158,749",54.80%
2021.04.05,"-1,475,274","+290,365","3,267,440,600",54.73%
2021.04.02,"+2,812,162","+5,956,557","3,267,290,287",54.73%
2021.04.01,"+571,179","+3,758,423","3,259,535,433",54.60%
2021.03.31,"-1,263,007","-1,650,205","3,256,074,914",54.54%
2021.03.30,"+354,768","+2,094,239","3,257,725,119",54.57%
2021.03.29,"-2,417,140","+303,723","3,257,127,680",54.56%
2021.03.26,"-366,624","-1,902,096","3,258,121,957",54.58%
2021.03.25,"-416,975","+124,920","3,264,830,252",54.69%
2021.03.24,"-2,501,937","-3,124,078","3,264,408,772",54.68%
2021.03.23,"-1,178,867","-292,770","3,266,317,850",54.71%
2021.03.22,"-463,747","-1,088,660","3,267,180,599",54.73%
2021.03.19,"-4,105,950","-1,452,191","3,268,100,154",54.74%
2021.03.18,"+668,333","+2,512,229","3,268,924,099",54.76%
2021.03.17,"-1,603,875","+592,179","3,265,480,409",54.70%
2021.03.16,"+1,205,197","+1,286,813","3,264,495,367",54.68%
2021.03.15,"-2,408,292","-2,484,838","3,263,213,185",54.66%
2021.03.12,"-266,468","+2,208,191","3,265,818,023",54.71%
2021.03.11,"-2,683,587","+6,007,986","3,263,704,157",54.67%
2021.03.10,"-1,344,528","-1,581,323","3,257,597,571",54.57%
2021.03.09,"+1,331,198","-4,847,865","3,259,261,110",54.60%
2021.03.08,"-1,308,012","-1,175,005","3,264,126,836",54.68%
2021.03.05,"-2,704,878","-1,641,778","3,265,325,227",54.70%
2021.03.04,"-5,713,276","-2,421,722","3,266,807,175",54.72%
2021.03.03,"+1,239,327","-2,689,989","3,269,389,792",54.77%
2021.03.02,"+2,546,568","+3,575,891","3,271,789,049",54.81%
2021.02.26,"-3,327,093","-10,726,449","3,267,967,616",54.74%
2021.02.25,"+4,991,798","+8,239,261","3,278,759,165",54.92%
2021.02.24,"+1,520,115","+1,224,136","3,270,250,664",54.78%
2021.02.23,"+471,809","-1,907,343","3,269,001,528",54.76%
2021.02.22,"-732,989","+996,697","3,270,893,771",54.79%
2021.02.19,"-287,967","-4,348,495","3,269,729,122",54.77%
2021.02.18,"-3,574,001","-2,482,167","3,274,114,130",54.84%
2021.02.17,"-5,815,680","-1,737,934","3,276,470,145",54.88%
2021.02.16,"-2,835,039","+2,191,156","3,278,128,079",54.91%
2021.02.15,"-408,779","+3,547,142","3,276,017,591",54.88%
2021.02.10,"-4,684,311","-2,817,237","3,272,470,449",54.82%
2021.02.09,"-557,102","-1,867,221","3,275,509,980",54.87%
2021.02.08,"+1,046,695","-263,370","3,278,086,074",54.91%
2021.02.05,"+902,128","+393,388","3,279,401,217",54.93%
2021.02.04,"-7,315,364","-3,526,489","3,279,513,829",54.94%
2021.02.03,"-3,259,808","-1,316,740","3,283,020,318",54.99%
2021.02.02,"+756,444","-64,912","3,284,347,058",55.02%
2021.02.01,"+522,310","-2,160,807","3,284,411,970",55.02%
2021.01.29,"-39,104","-5,152,101","3,287,064,777",55.06%
2021.01.28,"-2,224,634","-6,983,117","3,292,136,878",55.15%
2021.01.27,"-2,782,056","-4,284,899","3,299,185,995",55.26%
2021.01.26,"-8,809,122","-7,916,221","3,302,788,894",55.33%
2021.01.25,"+3,020,462","+1,544,116","3,310,592,511",55.46%
2021.01.22,"-6,384,793","-3,582,051","3,308,862,803",55.43%
2021.01.21,"-712,099","-1,870,645","3,312,439,854",55.49%
2021.01.20,"-4,157,919","-1,037,442","3,314,318,499",55.52%
2021.01.19,"+1,139,258","+943,412","3,315,466,941",55.54%
2021.01.18,"+505,669","-911,353","3,313,900,306",55.51%
2021.01.15,"-5,006,115","-2,787,267","3,314,891,659",55.53%
2021.01.14,"-5,859,292","+2,722,186","3,317,574,926",55.57%
2021.01.13,"-1,794,818","-2,900,067","3,314,652,740",55.52%
2021.01.12,"-5,885,518","-2,469,963","3,316,551,070",55.56%
2021.01.11,"-13,590,286","-5,511,015","3,318,676,206",55.59%
2021.01.08,"-5,082,378","+7,037,607","3,324,115,988",55.68%
2021.01.07,"+2,989,615","-2,377,325","3,314,966,371",55.53%
2021.01.06,"-5,326,921","-7,031,774","3,317,753,686",55.58%
2021.01.05,"-2,477,973","-5,201,310","3,324,161,540",55.68%
2021.01.04,"-3,986,032","-4,627,298","3,326,912,850",55.73%
2020.12.30,"+1,204,866","-332,172","3,326,606,260",55.72%
2020.12.29,"-6,166,523","-3,186,568","3,327,108,382",55.73%
2020.12.28,"+2,397,653","-2,447,730","3,332,143,450",55.82%
2020.12.24,"+3,706,372","+188,607","3,335,680,180",55.88%
2020.12.23,"+1,824,496","+382,115","3,338,473,775",55.92%
2020.12.22,"-691,490","-681,873","3,337,652,600",55.91%
2020.12.21,"+87,322","-1,949,880","3,338,406,761",55.92%
2020.12.18,"-623,279","-1,008,432","3,340,164,669",55.95%
2020.12.17,"+296,221","-3,508,951","3,341,909,874",55.98%
2020.12.16,"+725,675","-2,134,029","3,344,767,532",56.03%
2020.12.15,"-694,761","-1,330,709","3,348,503,431",56.09%
2020.12.14,"-2,076,765","-161,080","3,350,768,177",56.13%
2020.12.11,"+22,702","-1,993,916","3,351,615,396",56.14%
2020.12.10,"-1,190,759","-8,224,384","3,354,485,806",56.19%
2020.12.09,"+812,363","-337,703","3,363,404,671",56.34%
2020.12.08,"-810,198","-3,529,279","3,364,206,224",56.35%
2020.12.07,"-2,772,092","+258,736","3,367,719,318",56.41%
2020.12.04,"-787,542","+2,584,465","3,367,568,445",56.41%
2020.12.03,"-2,666,867","+498,240","3,365,148,246",56.37%
2020.12.02,"-557,183","+2,764,241","3,364,828,006",56.36%
2020.12.01,"+1,463,114","-826,082","3,361,671,765",56.31%
2020.11.30,"+1,066,542","-12,669,699","3,362,502,847",56.33%
2020.11.27,"-1,440,589","+514,657","3,375,203,046",56.54%
2020.11.26,"-2,276,544","+1,575,675","3,377,745,389",56.58%
2020.11.25,"+466,158","-4,445,653","3,376,465,034",56.56%
2020.11.24,"-3,009,197","+2,110,398","3,380,860,470",56.63%
2020.11.23,"+637,477","+3,796,824","3,378,913,075",56.60%
2020.11.20,"-1,150,454","-423,971","3,374,405,884",56.52%
2020.11.19,"-966,779","-672,178","3,374,440,535",56.53%
2020.11.18,"+372,944","-1,234,779","3,375,031,754",56.54%
2020.11.17,"-1,791,090","+1,442,343","3,376,328,996",56.56%
2020.11.16,"-404,265","+5,733,408","3,374,837,153",56.53%
2020.11.13,"+2,560,165","+9,284,803","3,369,821,874",56.45%
2020.11.12,"-3,535,683","+4,164,049","3,360,486,981",56.29%
2020.11.11,"+2,516,456","+7,550,003","3,356,653,932",56.23%
2020.11.10,"-2,203,636","+929,444","3,349,024,840",56.10%
2020.11.09,"+1,011,967","+2,158,652","3,347,475,796",56.07%
2020.11.06,"-628,196","+2,625,125","3,345,291,144",56.04%
2020.11.05,"+2,049,526","+6,987,679","3,342,651,269",55.99%
2020.11.04,"+2,521,227","-5,719,023","3,335,740,266",55.88%
2020.11.03,"+1,864,007","+428,359","3,341,340,625",55.97%
2020.11.02,"-807,123","-442,384","3,341,249,266",55.97%
2020.10.30,"-2,649,034","-6,411,204","3,343,353,450",56.00%
2020.10.29,"-4,546,669","-2,966,286","3,351,228,371",56.14%
2020.10.28,"-2,063,514","-1,318,019","3,352,024,087",56.15%
2020.10.27,"-2,725,238","+62,007","3,353,453,906",56.17%
2020.10.26,"+687,782","+848,464","3,353,510,233",56.17%
2020.10.23,"-58,971","-141,807","3,352,649,769",56.16%
2020.10.22,"+94,692","-2,680,294","3,352,764,576",56.16%
2020.10.21,"-461,716","+1,471,186","3,355,422,870",56.21%
2020.10.20,"+1,671,130","+4,836,152","3,353,917,884",56.18%
2020.10.19,"+899,588","+331,214","3,349,021,732",56.10%
2020.10.16,"+122,602","-566,793","3,348,684,518",56.09%
2020.10.15,"-238,001","-815,079","3,348,668,311",56.09%
2020.10.14,"-202,689","+1,897,862","3,350,943,488",56.13%
2020.10.13,"+621,683","+2,150,744","3,349,585,626",56.11%
2020.10.12,"+758,916","+3,203,192","3,347,612,882",56.08%
2020.10.08,"-3,336,344","+4,681,427","3,344,479,690",56.02%
2020.10.07,"+2,005,178","+1,143,103","3,339,820,163",55.95%
2020.10.06,"-431,413","+765,371","3,337,046,323",55.90%
2020.10.05,"+1,590,890","-986,710","3,334,548,952",55.86%
2020.09.29,"+302,067","-1,557,336","3,334,623,662",55.86%
2020.09.28,"+1,067,096","-1,452,331","3,336,360,998",55.89%
2020.09.25,"-157,605","-951,798","3,338,304,491",55.92%
2020.09.24,"-302,216","-1,359,506","3,341,981,626",55.98%
